idx,method,pred,U_total,U_epistemic,U_aleatoric,vote_pct,vacuity,dirichlet_strength,label,quartile,margin,var_U_epistemic,var_U_aleatoric
22,mc_dropout,0,0.9833728671073914,0.1153924465179443,0.867980420589447,0.6000000238418579,,,1,Q2,0.733822762966156,,
23,mc_dropout,1,0.0625247955322265,0.000231934725889,0.0622928626835346,1.0,,,1,Q4,0.9880422353744508,,
24,mc_dropout,1,0.6140569448471069,0.0249302182346582,0.589126706123352,1.0,,,1,Q1,0.5071120262145996,,
25,mc_dropout,1,0.4312679171562195,0.0080444458872079,0.423223465681076,1.0,,,1,Q1,0.6889832019805908,,
26,mc_dropout,1,0.6143965125083923,0.0187271051108837,0.5956693887710571,1.0,,,1,Q2,0.7308104038238525,,
27,mc_dropout,1,0.3075150847434997,0.0228457450866699,0.2846693396568298,1.0,,,1,Q2,0.8581602573394775,,
28,mc_dropout,1,0.060280118137598,5.2793300710618496e-05,0.0602273233234882,1.0,,,1,Q4,0.989700198173523,,
29,mc_dropout,1,0.9703305959701538,0.0373909212648868,0.9329396486282348,0.8999999761581421,,,1,Q1,0.29911869764328,,
30,mc_dropout,1,0.066262237727642,0.0001426972303306,0.0661195442080497,1.0,,,1,Q4,0.9856524467468262,,
31,mc_dropout,1,0.0733557567000389,0.0002754140878096,0.0730803459882736,1.0,,,1,Q4,0.9858627319335938,,
32,mc_dropout,1,0.8457501530647278,0.0675209015607833,0.7782292366027832,0.800000011920929,,,1,Q1,0.6166105270385742,,
33,mc_dropout,1,0.6828400492668152,0.0245948079973459,0.6582452058792114,1.0,,,1,Q1,0.1004878282546997,,
34,mc_dropout,1,0.4237447082996368,0.0079598734155297,0.4157848358154297,1.0,,,1,Q2,0.845962405204773,,
35,mc_dropout,1,0.8746638894081116,0.1060355603694915,0.7686282992362976,0.800000011920929,,,1,Q2,0.8156445026397705,,
36,mc_dropout,1,0.0583991967141628,4.128658474655822e-05,0.0583579093217849,1.0,,,1,Q4,0.9896985292434692,,
37,mc_dropout,1,0.079313613474369,0.0027772241737693,0.0765363872051239,1.0,,,1,Q4,0.9885936975479126,,
38,mc_dropout,1,0.0591130591928958,3.288093284936622e-05,0.0590801797807216,1.0,,,1,Q4,0.9893401861190796,,
39,mc_dropout,1,0.9644879698753356,0.0791387632489204,0.8853492140769958,0.800000011920929,,,1,Q1,0.7224498391151428,,
40,mc_dropout,1,0.789794921875,0.0450406223535537,0.7447542548179626,1.0,,,1,Q1,0.4110625982284546,,
41,mc_dropout,1,0.0720231235027313,0.0019870016258209,0.0700361207127571,1.0,,,1,Q4,0.9886325597763062,,
42,mc_dropout,1,0.549760103225708,0.0417057909071445,0.5080543160438538,1.0,,,1,Q1,0.2209931015968322,,
43,mc_dropout,1,0.0579230636358261,6.527279037982225e-05,0.0578577890992164,1.0,,,1,Q4,0.9898194074630736,,
44,mc_dropout,1,0.0701688528060913,0.0002306341048097,0.0699382200837135,1.0,,,1,Q3,0.976869821548462,,
45,mc_dropout,1,0.0609113872051239,5.135294486535713e-05,0.0608600340783596,1.0,,,1,Q4,0.989447832107544,,
46,mc_dropout,1,0.0771446451544761,0.0014012340689077,0.0757434144616127,1.0,,,1,Q4,0.9895626306533812,,
47,mc_dropout,1,0.2854624688625335,0.0032351012341678,0.2822273671627044,1.0,,,1,Q2,0.9073327779769896,,
48,mc_dropout,1,0.4747084975242615,0.0989363268017768,0.3757721483707428,1.0,,,1,Q1,0.7020212411880493,,
49,mc_dropout,1,0.2125695496797561,0.0033077853731811,0.2092617601156234,1.0,,,1,Q2,0.9159204959869384,,
50,mc_dropout,1,0.3409795463085174,0.0088255479931831,0.3321540057659149,1.0,,,1,Q2,0.7516945600509644,,
51,mc_dropout,1,0.4199179112911224,0.0161425489932298,0.4037753641605377,1.0,,,1,Q2,0.8376398086547852,,
52,mc_dropout,1,0.4585665762424469,0.0106132645159959,0.447953313589096,1.0,,,1,Q2,0.8816064596176147,,
53,mc_dropout,1,0.5156039595603943,0.0414215922355651,0.4741823375225067,1.0,,,1,Q2,0.8663957118988037,,
54,mc_dropout,1,0.8252516984939575,0.0786541998386383,0.7465974688529968,0.8999999761581421,,,1,Q1,0.6153167486190796,,
55,mc_dropout,1,0.1436085850000381,0.0168221816420555,0.1267864108085632,1.0,,,1,Q3,0.970483422279358,,
56,mc_dropout,1,0.0556003153324127,2.162681812478695e-05,0.0555786862969398,1.0,,,1,Q4,0.9897679090499878,,
57,mc_dropout,1,0.077770821750164,0.0018657215405255,0.0759050995111465,1.0,,,1,Q4,0.988703727722168,,
58,mc_dropout,0,0.999891996383667,0.0685400739312172,0.931351900100708,0.5,,,1,Q2,0.7577184438705444,,
59,mc_dropout,1,0.1608682572841644,0.0068366327323019,0.1540316194295883,1.0,,,1,Q3,0.9672380685806274,,
60,mc_dropout,1,0.317828893661499,0.0281610842794179,0.2896677851676941,1.0,,,1,Q2,0.8440977334976196,,
61,mc_dropout,1,0.074960209429264,0.0002322894433746,0.0747279226779937,1.0,,,1,Q4,0.984808087348938,,
62,mc_dropout,1,0.7069264054298401,0.0504633635282516,0.656463086605072,1.0,,,1,Q2,0.7389658689498901,,
63,mc_dropout,1,0.0575615502893924,9.792262426344678e-05,0.0574636273086071,1.0,,,1,Q4,0.9894895553588868,,
64,mc_dropout,1,0.4705389440059662,0.0294476859271526,0.4410912692546844,1.0,,,1,Q1,0.705513596534729,,
65,mc_dropout,1,0.0668843910098075,0.000209910198464,0.0666744783520698,1.0,,,1,Q3,0.9833416938781738,,
66,mc_dropout,1,0.0636718273162841,0.0001741915475577,0.0634976327419281,1.0,,,1,Q4,0.9881666898727416,,
67,mc_dropout,1,0.1199117749929428,0.0017163438023999,0.118195429444313,1.0,,,1,Q3,0.9642231464385986,,
68,mc_dropout,1,0.7904601097106934,0.0347282849252224,0.7557318210601807,1.0,,,1,Q1,0.4938443899154663,,
69,mc_dropout,1,0.0743018612265586,0.0001068173514795,0.0741950422525405,1.0,,,1,Q4,0.9841518402099608,,
70,mc_dropout,1,0.6689267754554749,0.0958248600363731,0.5731019377708435,1.0,,,1,Q2,0.8548026084899902,,
71,mc_dropout,1,0.0711748972535133,0.0018394995713606,0.0693353936076164,1.0,,,1,Q4,0.9894481897354126,,
72,mc_dropout,1,0.2480814307928085,0.0069967270828783,0.2410846948623657,1.0,,,1,Q2,0.9096555709838868,,
73,mc_dropout,1,0.0609844997525215,3.280569217167795e-05,0.0609516948461532,1.0,,,1,Q4,0.9890215396881104,,
74,mc_dropout,1,0.8102912902832031,0.0577495396137237,0.752541720867157,0.8999999761581421,,,1,Q1,0.3753641247749328,,
75,mc_dropout,1,0.0743064060807228,0.0003266918065492,0.0739797130227088,1.0,,,1,Q4,0.9871660470962524,,
76,mc_dropout,1,0.0564474128186702,5.805489490740001e-05,0.056389357894659,1.0,,,1,Q4,0.9895006418228148,,
77,mc_dropout,1,0.0612122975289821,3.515970456646755e-05,0.0611771345138549,1.0,,,1,Q4,0.989349365234375,,
78,mc_dropout,1,0.0658571422100067,0.000459010945633,0.065398134291172,1.0,,,1,Q4,0.9895659685134888,,
79,mc_dropout,1,0.0961622074246406,0.0007966558914631,0.0953655540943145,1.0,,,1,Q3,0.9571022987365724,,
80,mc_dropout,1,0.0612535551190376,3.938940062653273e-05,0.0612141676247119,1.0,,,1,Q4,0.9896801710128784,,
81,mc_dropout,1,0.4041378200054168,0.012639177031815,0.3914986252784729,1.0,,,1,Q1,0.5560187101364136,,
82,mc_dropout,1,0.0707821175456047,0.0001328512298641,0.0706492662429809,1.0,,,1,Q4,0.9851453304290771,,
83,mc_dropout,1,0.0633066445589065,4.782192627317272e-05,0.0632588267326355,1.0,,,1,Q4,0.986108660697937,,
84,mc_dropout,1,0.0590295195579528,3.883583121933043e-05,0.0589906834065914,1.0,,,1,Q4,0.989061713218689,,
85,mc_dropout,1,0.0656615495681762,9.245680121239276e-05,0.0655690878629684,1.0,,,1,Q4,0.9894230365753174,,
86,mc_dropout,1,0.0786415785551071,0.0003662263043224,0.0782753527164459,1.0,,,1,Q4,0.9881587028503418,,
87,mc_dropout,1,0.062769241631031,9.538050653645767e-05,0.0626738667488098,1.0,,,1,Q4,0.9889706373214722,,
88,mc_dropout,1,0.0895143076777458,0.0020023833494633,0.0875119268894195,1.0,,,1,Q4,0.9855767488479614,,
89,mc_dropout,1,0.0780956000089645,0.0002645200584083,0.0778310820460319,1.0,,,1,Q4,0.9870728254318236,,
90,mc_dropout,1,0.8645051717758179,0.0661455616354942,0.7983596324920654,0.8999999761581421,,,1,Q1,0.5593433380126953,,
91,mc_dropout,1,0.0823728889226913,0.0013337415875867,0.0810391455888748,1.0,,,1,Q4,0.9869449138641356,,
92,mc_dropout,1,0.7430477738380432,0.0514275431632995,0.6916202306747437,1.0,,,1,Q1,0.7216737270355225,,
93,mc_dropout,1,0.07132588326931,0.0008698452729731,0.0704560354351997,1.0,,,1,Q4,0.989203691482544,,
94,mc_dropout,1,0.0678061917424202,0.000941943610087,0.0668642446398735,1.0,,,1,Q4,0.9897382259368896,,
95,mc_dropout,0,0.7069332599639893,0.0302378609776496,0.6766954064369202,1.0,,,1,Q2,0.861663818359375,,
96,mc_dropout,1,0.6354385018348694,0.0178068690001964,0.6176316738128662,1.0,,,1,Q1,0.6966897249221802,,
97,mc_dropout,1,0.0576082915067672,3.8422000216087326e-05,0.0575698688626289,1.0,,,1,Q4,0.9898524284362792,,
98,mc_dropout,0,0.955998420715332,0.1127828657627105,0.8432155251502991,0.699999988079071,,,1,Q1,0.5512982606887817,,
99,mc_dropout,1,0.6803889274597168,0.0187490750104188,0.6616398096084595,1.0,,,1,Q2,0.7575238943099976,,
100,mc_dropout,1,0.5206052660942078,0.0223095472902059,0.4982956945896148,1.0,,,1,Q1,0.1993075609207153,,
101,mc_dropout,1,0.3914458751678467,0.0289825592190027,0.3624633252620697,1.0,,,1,Q2,0.8218826055526733,,
102,mc_dropout,1,0.8381103277206421,0.0292058363556861,0.8089044690132141,1.0,,,1,Q1,0.5277739763259888,,
103,mc_dropout,1,0.320996880531311,0.005309727974236,0.3156871497631073,1.0,,,1,Q1,0.530787467956543,,
104,mc_dropout,1,0.0558792054653167,3.8405876694014296e-05,0.0558407977223396,1.0,,,1,Q4,0.9892138242721558,,
105,mc_dropout,1,0.2767121791839599,0.0017912422772496,0.2749209403991699,1.0,,,1,Q1,0.7183045148849487,,
106,mc_dropout,1,0.9792619943618774,0.0416513606905937,0.9376106262207032,0.699999988079071,,,1,Q1,0.2687570452690124,,
107,mc_dropout,1,0.9911929368972778,0.0647950619459152,0.9263978600502014,0.6000000238418579,,,1,Q1,0.47166508436203,,
108,mc_dropout,1,0.0796768069267273,0.0022409877274185,0.0774358212947845,1.0,,,1,Q4,0.989080548286438,,
109,mc_dropout,1,0.4446320831775665,0.0352592803537845,0.4093728065490722,1.0,,,1,Q1,0.2268384099006652,,
110,mc_dropout,1,0.851705014705658,0.1564888209104538,0.6952162384986877,0.8999999761581421,,,1,Q1,0.472461462020874,,
111,mc_dropout,1,0.0595807656645774,5.463673733174801e-05,0.0595261305570602,1.0,,,1,Q4,0.9898473024368286,,
112,mc_dropout,1,0.0740343034267425,0.0017322092317044,0.0723020955920219,1.0,,,1,Q4,0.9887608289718628,,
113,mc_dropout,1,0.0721208676695823,0.0004987712018191,0.0716220960021019,1.0,,,1,Q4,0.9888706207275392,,
114,mc_dropout,0,0.8292370438575745,0.0073366076685488,0.8219004273414612,1.0,,,1,Q1,0.6520277261734009,,
115,mc_dropout,0,0.9959505200386048,0.0238103102892637,0.9721401929855348,0.6000000238418579,,,1,Q1,0.5097920894622803,,
116,mc_dropout,1,0.0669013336300849,6.111833499744534e-05,0.0668402165174484,1.0,,,1,Q3,0.9821147918701172,,
117,mc_dropout,1,0.186517059803009,0.0034074706491082,0.1831095814704895,1.0,,,1,Q2,0.936009645462036,,
118,mc_dropout,1,0.2009160369634628,0.0111212795600295,0.1897947639226913,1.0,,,1,Q1,0.7249468564987183,,
119,mc_dropout,1,0.0724995955824852,0.0014891064492985,0.0710104927420616,1.0,,,1,Q4,0.9840956926345824,,
120,mc_dropout,1,0.0599612556397914,9.594482253305614e-05,0.0598653107881546,1.0,,,1,Q4,0.989694356918335,,
121,mc_dropout,1,0.6030181050300598,0.012319547124207,0.5906985998153687,1.0,,,1,Q2,0.784778356552124,,
122,mc_dropout,1,0.0682323724031448,0.0017857711063697,0.0664466023445129,1.0,,,1,Q4,0.9900485277175904,,
123,mc_dropout,1,0.3819077312946319,0.0072241313755512,0.3746835887432098,1.0,,,1,Q2,0.8762181997299194,,
124,mc_dropout,1,0.3992272019386291,0.0240475162863731,0.3751796782016754,1.0,,,1,Q1,0.6530505418777466,,
125,mc_dropout,1,0.0642513632774353,0.0001988871808862,0.064052477478981,1.0,,,1,Q4,0.989794373512268,,
126,mc_dropout,1,0.1245581954717636,0.005232916213572,0.1193252801895141,1.0,,,1,Q3,0.973497986793518,,
127,mc_dropout,1,0.3069040775299072,0.0309942197054624,0.2759098410606384,1.0,,,1,Q2,0.9160668849945068,,
128,mc_dropout,1,0.3555050492286682,0.0182581301778554,0.3372468948364258,1.0,,,1,Q1,0.2450960874557495,,
129,mc_dropout,1,0.0756105706095695,0.0001481684303143,0.0754624009132385,1.0,,,1,Q4,0.9877289533615112,,
130,mc_dropout,1,0.4863860607147217,0.0080631058663129,0.4783229529857635,1.0,,,1,Q1,0.3684087991714477,,
131,mc_dropout,1,0.7681543231010437,0.0464382395148277,0.7217161059379578,0.8999999761581421,,,1,Q1,0.5301783084869385,,
132,mc_dropout,1,0.0591313131153583,4.723073652712628e-05,0.0590840801596641,1.0,,,1,Q4,0.989424467086792,,
133,mc_dropout,1,0.0666510090231895,0.0014038728550076,0.0652471333742141,1.0,,,1,Q4,0.9898808002471924,,
134,mc_dropout,0,0.9723241925239564,0.1543945074081421,0.8179296851158142,0.699999988079071,,,1,Q2,0.8570687770843506,,
135,mc_dropout,1,0.5584372282028198,0.0892254561185836,0.4692117571830749,1.0,,,1,Q1,0.5618381500244141,,
136,mc_dropout,1,0.6424077153205872,0.0507442988455295,0.5916634202003479,1.0,,,1,Q1,0.2960128784179687,,
137,mc_dropout,1,0.8788771033287048,0.0352251417934894,0.8436519503593445,1.0,,,1,Q1,0.6318049430847168,,
138,mc_dropout,1,0.7312029600143433,0.0262188408523798,0.7049841284751892,1.0,,,1,Q1,0.5163964033126831,,
139,mc_dropout,1,0.7635835409164429,0.0531355030834674,0.7104480266571045,0.8999999761581421,,,1,Q1,0.1197516918182373,,
140,mc_dropout,1,0.6216593980789185,0.0219449009746313,0.5997145175933838,1.0,,,1,Q1,0.5414704084396362,,
141,mc_dropout,1,0.8705974817276001,0.0558767318725585,0.8147207498550415,0.8999999761581421,,,1,Q1,0.1079832911491394,,
142,mc_dropout,0,0.7754986882209778,0.0158532746136188,0.759645402431488,1.0,,,1,Q1,0.7183431386947632,,
143,mc_dropout,1,0.0716188997030258,8.028365118661895e-05,0.0715386122465133,1.0,,,1,Q4,0.9843252897262572,,
144,mc_dropout,1,0.0688450559973716,0.0007323773461394,0.0681126788258552,1.0,,,1,Q4,0.9889357089996338,,
145,mc_dropout,1,0.0661400631070137,0.0003828441258519,0.0657572224736213,1.0,,,1,Q4,0.9889369010925292,,
146,mc_dropout,1,0.6026120185852051,0.0365844070911407,0.5660276412963867,1.0,,,1,Q2,0.8117918968200684,,
147,mc_dropout,1,0.0598928220570087,7.004530925769359e-05,0.059822779148817,1.0,,,1,Q4,0.9892135858535768,,
148,mc_dropout,1,0.54051673412323,0.009135503321886,0.5313811898231506,1.0,,,1,Q2,0.8290385007858276,,
149,mc_dropout,1,0.1195631846785545,0.009586539119482,0.1099766492843627,1.0,,,1,Q4,0.988922119140625,,
150,mc_dropout,1,0.0600761212408542,3.78039367205929e-05,0.0600383169949054,1.0,,,1,Q4,0.9894378185272216,,
151,mc_dropout,1,0.2145315408706665,0.0049990843981504,0.2095324546098709,1.0,,,1,Q2,0.8770918846130371,,
152,mc_dropout,1,0.4342519640922546,0.0160679947584867,0.4181839823722839,1.0,,,1,Q2,0.8431781530380249,,
153,mc_dropout,1,0.1160314306616783,0.0099680610001087,0.1060633659362793,1.0,,,1,Q4,0.987255334854126,,
154,mc_dropout,1,0.2961795926094055,0.0021062500309199,0.2940733432769775,1.0,,,1,Q2,0.8815121650695801,,
155,mc_dropout,1,0.071588434278965,0.0019070081179961,0.0696814283728599,1.0,,,1,Q4,0.9894565343856812,,
156,mc_dropout,1,0.0619866698980331,0.0001767175417626,0.061809953302145,1.0,,,1,Q3,0.981682062149048,,
157,mc_dropout,1,0.2337675839662552,0.0030256907921284,0.2307419031858444,1.0,,,1,Q2,0.9023391008377076,,
158,mc_dropout,0,0.9835527539253236,0.0833238735795021,0.9002289175987244,0.699999988079071,,,1,Q1,0.3196220397949219,,
159,mc_dropout,1,0.0701157748699188,0.0001946682314155,0.0699211061000824,1.0,,,1,Q4,0.988316535949707,,
160,mc_dropout,0,0.4382811784744262,0.0484331101179122,0.3898480832576751,1.0,,,1,Q3,0.9620648622512816,,
161,mc_dropout,1,0.0690803155303001,0.0012045933399349,0.0678757205605506,1.0,,,1,Q4,0.9897854328155518,,
162,mc_dropout,1,0.0757546201348304,0.0006299455999396,0.0751246735453605,1.0,,,1,Q3,0.9789421558380128,,
163,mc_dropout,1,0.9144083857536316,0.1514893770217895,0.762919008731842,0.699999988079071,,,1,Q2,0.9416133761405944,,
164,mc_dropout,1,0.1041254475712776,0.001329468912445,0.1027959734201431,1.0,,,1,Q3,0.9691498279571532,,
165,mc_dropout,1,0.0622959360480308,0.000111648987513,0.0621842890977859,1.0,,,1,Q4,0.9887113571166992,,
166,mc_dropout,1,0.0577402152121067,2.7651585696730763e-05,0.0577125623822212,1.0,,,1,Q4,0.9892449378967284,,
167,mc_dropout,1,0.61515212059021,0.0325434617698192,0.5826086401939392,1.0,,,1,Q1,0.2282764315605163,,
168,mc_dropout,1,0.1068779528141021,0.0016875044675543,0.1051904484629631,1.0,,,1,Q2,0.8385540246963501,,
169,mc_dropout,1,0.0565604716539382,2.709801628952846e-05,0.0565333738923072,1.0,,,1,Q4,0.9891921281814576,,
170,mc_dropout,1,0.0648886635899543,2.867273178708274e-05,0.0648599937558174,1.0,,,1,Q4,0.988875150680542,,
171,mc_dropout,1,0.3520830869674682,0.0636161863803863,0.2884669005870819,1.0,,,1,Q2,0.9219635725021362,,
172,mc_dropout,1,0.1542406231164932,0.0377618111670017,0.1164788156747818,1.0,,,1,Q4,0.9857447147369384,,
173,mc_dropout,1,0.058902371674776,1.2640724889934065e-05,0.0588897280395031,1.0,,,1,Q4,0.989414930343628,,
174,mc_dropout,1,0.0564969405531883,3.3074415114242584e-05,0.0564638674259185,1.0,,,1,Q4,0.9899191856384276,,
175,mc_dropout,1,0.0700405687093734,0.0011880991514772,0.0688524693250656,1.0,,,1,Q4,0.9891130924224854,,
176,mc_dropout,1,0.0627522766590118,0.0005123470909893,0.0622399300336837,1.0,,,1,Q4,0.9897445440292358,,
177,mc_dropout,1,0.0623943954706192,5.029954991186969e-05,0.0623440966010093,1.0,,,1,Q4,0.9892623424530028,,
178,mc_dropout,0,0.9914613962173462,0.0821155235171318,0.9093458652496338,0.699999988079071,,,1,Q2,0.8797494769096375,,
179,mc_dropout,1,0.476523220539093,0.0051634348928928,0.4713597595691681,1.0,,,1,Q1,0.6425198316574097,,
180,mc_dropout,1,0.0613069124519825,5.746907845605165e-05,0.0612494461238384,1.0,,,1,Q4,0.9892486333847046,,
181,mc_dropout,1,0.0621662102639675,0.0001829626708058,0.0619832463562488,1.0,,,1,Q4,0.9896336793899536,,
182,mc_dropout,1,0.5107700228691101,0.0362653359770774,0.474504679441452,1.0,,,1,Q1,0.3794785737991333,,
183,mc_dropout,1,0.0623332262039184,0.000197914414457,0.0621353089809417,1.0,,,1,Q4,0.9886590242385864,,
184,mc_dropout,1,0.0575548708438873,5.139593849889934e-05,0.0575034730136394,1.0,,,1,Q4,0.9897148609161376,,
185,mc_dropout,1,0.0597373247146606,0.0001016363748931,0.0596356876194477,1.0,,,1,Q4,0.989393949508667,,
186,mc_dropout,1,0.0898722857236862,0.0008326862589456,0.0890396013855934,1.0,,,1,Q3,0.9757980108261108,,
187,mc_dropout,1,0.0553529225289821,3.267133070039563e-05,0.0553202517330646,1.0,,,1,Q4,0.9898191690444946,,
188,mc_dropout,1,0.5132361650466919,0.0165381953120231,0.4966979622840881,1.0,,,1,Q1,0.3732292652130127,,
189,mc_dropout,1,0.089227557182312,0.0026889380533248,0.0865386202931404,1.0,,,1,Q4,0.9885748624801636,,
190,mc_dropout,1,0.8697367310523987,0.1179991886019706,0.7517375349998474,0.800000011920929,,,1,Q1,0.0592354536056518,,
191,mc_dropout,1,0.0712805613875389,0.0017087282612919,0.0695718377828598,1.0,,,1,Q4,0.9896379709243774,,
192,mc_dropout,1,0.0610973350703716,5.782379230367951e-05,0.0610395111143589,1.0,,,1,Q4,0.98960280418396,,
193,mc_dropout,0,0.9974833726882936,0.0269066002219915,0.9705767631530762,0.699999988079071,,,1,Q1,0.4003963470458984,,
194,mc_dropout,1,0.0641262382268905,4.622033884515986e-05,0.0640800148248672,1.0,,,1,Q4,0.988135814666748,,
195,mc_dropout,0,0.6695062518119812,0.0153353922069072,0.6541708707809448,1.0,,,1,Q2,0.7479783892631531,,
196,mc_dropout,1,0.0903798788785934,0.0034136890899389,0.0869661942124366,1.0,,,1,Q4,0.988756775856018,,
197,mc_dropout,1,0.0608656480908393,3.222524901502766e-05,0.0608334243297576,1.0,,,1,Q4,0.98789644241333,,
198,mc_dropout,1,0.9571981430053712,0.0740329399704933,0.8831652402877808,0.800000011920929,,,1,Q1,0.5457092523574829,,
199,mc_dropout,1,0.8171973824501038,0.066802017390728,0.7503954172134399,0.8999999761581421,,,1,Q1,0.5876197814941406,,
200,mc_dropout,1,0.8508804440498352,0.1399842053651809,0.7108962535858154,0.800000011920929,,,1,Q1,0.14300137758255,,
201,mc_dropout,0,0.702014148235321,0.0818485617637634,0.6201655864715576,0.8999999761581421,,,1,Q2,0.8932040929794312,,
202,mc_dropout,1,0.1084291040897369,0.0054223118349909,0.1030067950487136,1.0,,,1,Q4,0.986021876335144,,
203,mc_dropout,1,0.0579238049685955,3.739547901204787e-05,0.0578864105045795,1.0,,,1,Q4,0.9896560907363892,,
204,mc_dropout,1,0.9973533749580384,0.0221710577607154,0.975182294845581,0.699999988079071,,,1,Q1,0.4957654476165771,,
205,mc_dropout,1,0.9814342856407166,0.0411001555621624,0.940334141254425,0.800000011920929,,,1,Q1,0.7104882001876831,,
206,mc_dropout,1,0.0582495927810668,4.1490813600830734e-05,0.0582081042230129,1.0,,,1,Q4,0.989082932472229,,
207,mc_dropout,1,0.0795454606413841,0.0007594431517645,0.078786015510559,1.0,,,1,Q4,0.9860948324203492,,
208,mc_dropout,1,0.0586256496608257,5.8011897635879e-05,0.058567639440298,1.0,,,1,Q4,0.988560676574707,,
209,mc_dropout,1,0.412370890378952,0.0309411827474832,0.3814297020435333,1.0,,,1,Q2,0.8516238927841187,,
210,mc_dropout,1,0.060974895954132,1.9202938347007148e-05,0.0609556920826435,1.0,,,1,Q4,0.989438533782959,,
211,mc_dropout,0,0.3415453433990478,0.0068450169637799,0.3347003161907196,1.0,,,1,Q3,0.9665042757987976,,
212,mc_dropout,1,0.0577313564717769,6.030679287505336e-05,0.0576710514724254,1.0,,,1,Q4,0.989760160446167,,
213,mc_dropout,1,0.4226791858673095,0.0709193870425224,0.3517597913742065,1.0,,,1,Q2,0.8834352493286133,,
214,mc_dropout,0,0.9884727001190186,0.0583247356116771,0.93014794588089,0.699999988079071,,,1,Q1,0.333665132522583,,
215,mc_dropout,0,0.5888450145721436,0.1161874830722808,0.472657561302185,0.8999999761581421,,,1,Q2,0.9357705116271972,,
216,mc_dropout,1,0.0589271448552608,6.338098319247365e-05,0.0588637664914131,1.0,,,1,Q4,0.9894996881484984,,
217,mc_dropout,1,0.087277628481388,0.0034034184645861,0.0838742107152938,1.0,,,1,Q4,0.9880187511444092,,
218,mc_dropout,1,0.2076103240251541,0.0177124068140983,0.1898979097604751,1.0,,,1,Q3,0.9577295780181884,,
219,mc_dropout,1,0.0577090829610824,3.914217813871801e-05,0.0576699413359165,1.0,,,1,Q4,0.9890984296798706,,
220,mc_dropout,1,0.472918152809143,0.0079767275601625,0.4649414122104645,1.0,,,1,Q1,0.6469745635986328,,
221,mc_dropout,1,0.0632317513227462,7.466733950423077e-05,0.0631570890545845,1.0,,,1,Q4,0.9893531799316406,,
222,mc_dropout,1,0.0587840676307678,7.308187923626974e-05,0.0587109848856925,1.0,,,1,Q4,0.988826870918274,,
223,mc_dropout,1,0.0834582149982452,0.0023253397084772,0.0811328738927841,1.0,,,1,Q4,0.9897809028625488,,
