idx,label,pred_base,prob_class1,margin,quartile
117,1,1,0.9680048227310181,0.9360096454620361,Q2
118,1,1,0.8624734282493591,0.7249468564987183,Q1
119,1,1,0.9920478463172913,0.9840956926345825,Q4
120,1,1,0.9948471784591675,0.989694356918335,Q4
121,1,1,0.892389178276062,0.784778356552124,Q2
122,1,1,0.9950242638587952,0.9900485277175903,Q4
123,1,1,0.9381090998649597,0.8762181997299194,Q2
124,1,1,0.8265252709388733,0.6530505418777466,Q1
125,1,1,0.994897186756134,0.9897943735122681,Q4
126,1,1,0.986748993396759,0.9734979867935181,Q3
127,1,1,0.9580334424972534,0.9160668849945068,Q2
128,1,1,0.6225480437278748,0.2450960874557495,Q1
129,1,1,0.9938644766807556,0.9877289533615112,Q4
130,1,1,0.6842043995857239,0.36840879917144775,Q1
131,1,1,0.7650891542434692,0.5301783084869385,Q1
132,1,1,0.994712233543396,0.989424467086792,Q4
133,1,1,0.9949404001235962,0.9898808002471924,Q4
134,1,0,0.07146561145782471,0.8570687770843506,Q2
135,1,1,0.780919075012207,0.5618381500244141,Q1
136,1,1,0.6480064392089844,0.29601287841796875,Q1
137,1,1,0.8159024715423584,0.6318049430847168,Q1
138,1,1,0.7581982016563416,0.5163964033126831,Q1
139,1,1,0.5598758459091187,0.1197516918182373,Q1
140,1,1,0.7707352042198181,0.5414704084396362,Q1
141,1,0,0.4460083544254303,0.1079832911491394,Q1
142,1,0,0.1408284455537796,0.7183431386947632,Q1
143,1,1,0.9921626448631287,0.9843252897262573,Q4
144,1,1,0.9944678544998169,0.9889357089996338,Q4
145,1,1,0.9944684505462646,0.9889369010925293,Q4
146,1,1,0.9058959484100342,0.8117918968200684,Q2
147,1,1,0.9946067929267883,0.9892135858535767,Q4
148,1,1,0.9145192503929138,0.8290385007858276,Q2
149,1,1,0.9944610595703125,0.988922119140625,Q4
150,1,1,0.9947189092636108,0.9894378185272217,Q4
151,1,1,0.9385459423065186,0.8770918846130371,Q2
152,1,1,0.9215890765190125,0.8431781530380249,Q2
153,1,1,0.993627667427063,0.987255334854126,Q4
154,1,1,0.94075608253479,0.8815121650695801,Q2
155,1,1,0.9947282671928406,0.9894565343856812,Q4
156,1,1,0.9908410310745239,0.9816820621490479,Q3
157,1,1,0.9511695504188538,0.9023391008377075,Q2
158,1,0,0.34018898010253906,0.3196220397949219,Q1
159,1,1,0.9941582679748535,0.988316535949707,Q4
160,1,0,0.018967557698488235,0.9620648622512817,Q3
161,1,1,0.9948927164077759,0.9897854328155518,Q4
162,1,1,0.9894710779190063,0.9789421558380127,Q3
163,1,0,0.02919331006705761,0.9416133761405945,Q2
164,1,1,0.9845749139785767,0.9691498279571533,Q3
165,1,1,0.9943556785583496,0.9887113571166992,Q4
166,1,1,0.9946224689483643,0.9892449378967285,Q4
167,1,0,0.3858617842197418,0.22827643156051636,Q1
168,1,1,0.919277012348175,0.8385540246963501,Q2
169,1,1,0.9945960640907288,0.9891921281814575,Q4
170,1,1,0.994437575340271,0.988875150680542,Q4
171,1,1,0.9609817862510681,0.9219635725021362,Q2
172,1,1,0.9928723573684692,0.9857447147369385,Q4
173,1,1,0.994707465171814,0.9894149303436279,Q4
174,1,1,0.9949595928192139,0.9899191856384277,Q4
175,1,1,0.9945565462112427,0.9891130924224854,Q4
176,1,1,0.9948722720146179,0.9897445440292358,Q4
177,1,1,0.9946311712265015,0.9892623424530029,Q4
178,1,0,0.06012525036931038,0.8797494769096375,Q2
179,1,1,0.8212599158287048,0.6425198316574097,Q1
180,1,1,0.9946243166923523,0.9892486333847046,Q4
181,1,1,0.9948168396949768,0.9896336793899536,Q4
182,1,1,0.6897392868995667,0.3794785737991333,Q1
183,1,1,0.9943295121192932,0.9886590242385864,Q4
184,1,1,0.9948574304580688,0.9897148609161377,Q4
185,1,1,0.9946969747543335,0.989393949508667,Q4
186,1,1,0.9878990054130554,0.9757980108261108,Q3
187,1,1,0.9949095845222473,0.9898191690444946,Q4
188,1,1,0.6866146326065063,0.3732292652130127,Q1
189,1,1,0.9942874312400818,0.9885748624801636,Q4
190,1,1,0.5296177268028259,0.059235453605651855,Q1
191,1,1,0.9948189854621887,0.9896379709243774,Q4
192,1,1,0.99480140209198,0.98960280418396,Q4
193,1,1,0.7001981735229492,0.40039634704589844,Q1
194,1,1,0.994067907333374,0.988135814666748,Q4
195,1,0,0.12601080536842346,0.7479783892631531,Q2
196,1,1,0.994378387928009,0.9887567758560181,Q4
197,1,1,0.993948221206665,0.9878964424133301,Q4
198,1,0,0.22714535892009735,0.5457092523574829,Q1
199,1,1,0.7938098907470703,0.5876197814941406,Q1
200,1,0,0.428499311208725,0.14300137758255005,Q1
201,1,0,0.053397953510284424,0.8932040929794312,Q2
202,1,1,0.993010938167572,0.986021876335144,Q4
203,1,1,0.9948280453681946,0.9896560907363892,Q4
204,1,0,0.2521172761917114,0.49576544761657715,Q1
205,1,1,0.8552441000938416,0.7104882001876831,Q1
206,1,1,0.9945414662361145,0.989082932472229,Q4
207,1,1,0.9930474162101746,0.9860948324203491,Q4
208,1,1,0.9942803382873535,0.988560676574707,Q4
209,1,1,0.9258119463920593,0.8516238927841187,Q2
210,1,1,0.9947192668914795,0.989438533782959,Q4
211,1,0,0.01674785278737545,0.9665042757987976,Q3
212,1,1,0.9948800802230835,0.989760160446167,Q4
213,1,1,0.9417176246643066,0.8834352493286133,Q2
214,1,1,0.6668325662612915,0.333665132522583,Q1
215,1,0,0.03211475536227226,0.9357705116271973,Q2
216,1,1,0.9947498440742493,0.9894996881484985,Q4
217,1,1,0.9940093755722046,0.9880187511444092,Q4
218,1,1,0.9788647890090942,0.9577295780181885,Q3
219,1,1,0.9945492148399353,0.9890984296798706,Q4
220,1,1,0.8234872817993164,0.6469745635986328,Q1
221,1,1,0.9946765899658203,0.9893531799316406,Q4
222,1,1,0.994413435459137,0.9888268709182739,Q4
223,1,1,0.9948904514312744,0.9897809028625488,Q4
224,1,0,0.0873536542057991,0.825292706489563,Q2
225,1,1,0.994368851184845,0.9887377023696899,Q4
226,1,1,0.9941604733467102,0.9883209466934204,Q4
227,1,1,0.9881426692008972,0.9762853384017944,Q3
228,1,1,0.952544629573822,0.905089259147644,Q2
229,1,1,0.548859715461731,0.09771943092346191,Q1
230,1,0,0.12952697277069092,0.7409460544586182,Q2
231,1,1,0.9924680590629578,0.9849361181259155,Q4
232,1,1,0.7731274962425232,0.5462549924850464,Q1
233,1,0,0.17038051784038544,0.6592389345169067,Q1
234,1,1,0.9945700764656067,0.9891401529312134,Q4
235,1,1,0.9922512173652649,0.9845024347305298,Q4
236,1,1,0.9943761825561523,0.9887523651123047,Q4
237,1,1,0.9920571446418762,0.9841142892837524,Q4
238,1,1,0.9942991733551025,0.9885983467102051,Q4
239,1,0,0.13259127736091614,0.7348174452781677,Q2
240,1,1,0.9942345023155212,0.9884690046310425,Q4
241,1,1,0.9933649301528931,0.9867298603057861,Q4
242,1,1,0.5464200973510742,0.09284019470214844,Q1
243,1,0,0.49104025959968567,0.017919480800628662,Q1
244,1,1,0.9183103442192078,0.8366206884384155,Q2
245,1,1,0.923859179019928,0.847718358039856,Q2
246,1,1,0.9896871447563171,0.9793742895126343,Q3
247,1,1,0.9942430853843689,0.9884861707687378,Q4
248,1,1,0.9856054186820984,0.9712108373641968,Q3
249,1,1,0.9937182664871216,0.9874365329742432,Q4
250,1,1,0.9940898418426514,0.9881796836853027,Q4
251,1,1,0.9932854175567627,0.9865708351135254,Q4
252,1,1,0.9914321899414062,0.9828643798828125,Q3
253,1,1,0.7522505521774292,0.5045011043548584,Q1
254,1,1,0.7116008996963501,0.4232017993927002,Q1
255,1,1,0.9858335852622986,0.9716671705245972,Q3
256,1,1,0.9950130581855774,0.9900261163711548,Q4
257,1,0,0.3595082461833954,0.28098350763320923,Q1
258,1,1,0.9938401579856873,0.9876803159713745,Q4
259,1,0,0.24390004575252533,0.512199878692627,Q1
260,1,0,0.24334025382995605,0.5133194923400879,Q1
261,1,1,0.994199275970459,0.988398551940918,Q4
262,1,1,0.9950157999992371,0.9900315999984741,Q4
263,1,1,0.9285498857498169,0.8570997714996338,Q2
264,1,1,0.9940145611763,0.9880291223526001,Q4
265,1,1,0.9948334693908691,0.9896669387817383,Q4
266,1,1,0.9948362112045288,0.9896724224090576,Q4
267,1,1,0.9948651194572449,0.9897302389144897,Q4
268,1,1,0.9939935803413391,0.9879871606826782,Q4
269,1,1,0.9914606809616089,0.9829213619232178,Q3
270,1,1,0.9948215484619141,0.9896430969238281,Q4
271,1,0,0.37103986740112305,0.2579202651977539,Q1
272,1,1,0.8916008472442627,0.7832016944885254,Q2
273,1,1,0.9908125996589661,0.9816251993179321,Q3
274,1,1,0.9941600561141968,0.9883201122283936,Q4
275,1,1,0.9002112746238708,0.8004225492477417,Q2
276,1,1,0.9947038292884827,0.9894076585769653,Q4
277,1,1,0.9946603178977966,0.9893206357955933,Q4
278,1,0,0.044243212789297104,0.9115135669708252,Q2
279,1,1,0.9443627595901489,0.8887255191802979,Q2
280,1,1,0.9941008687019348,0.9882017374038696,Q4
281,1,1,0.9947197437286377,0.9894394874572754,Q4
282,1,0,0.09384625405073166,0.8123074769973755,Q2
283,1,1,0.9943881630897522,0.9887763261795044,Q4
284,1,1,0.994387149810791,0.988774299621582,Q4
285,1,0,0.3235979378223419,0.35280412435531616,Q1
286,1,1,0.9943296313285828,0.9886592626571655,Q4
287,1,1,0.9917657971382141,0.9835315942764282,Q3
288,1,1,0.8951140642166138,0.7902281284332275,Q2
289,1,1,0.9939723610877991,0.9879447221755981,Q4
290,1,1,0.9943438768386841,0.9886877536773682,Q4
291,1,1,0.5507185459136963,0.10143709182739258,Q1
292,1,1,0.9946125745773315,0.9892251491546631,Q4
293,1,1,0.696334958076477,0.3926699161529541,Q1
294,1,1,0.9938017725944519,0.9876035451889038,Q4
295,1,1,0.9942786693572998,0.9885573387145996,Q4
296,1,1,0.9947932362556458,0.9895864725112915,Q4
297,1,1,0.8386123776435852,0.6772247552871704,Q1
298,1,0,0.10711010545492172,0.7857797741889954,Q2
299,1,0,0.2299419343471527,0.5401161313056946,Q1
300,1,1,0.9665846228599548,0.9331692457199097,Q2
301,1,1,0.9932976365089417,0.9865952730178833,Q4
302,1,1,0.8686181902885437,0.7372363805770874,Q2
303,1,1,0.9946606755256653,0.9893213510513306,Q4
304,1,1,0.7769531607627869,0.5539063215255737,Q1
305,1,1,0.9218987822532654,0.8437975645065308,Q2
306,1,1,0.9949541687965393,0.9899083375930786,Q4
307,1,1,0.9945511221885681,0.9891022443771362,Q4
308,1,1,0.9945430755615234,0.9890861511230469,Q4
309,1,1,0.9935932755470276,0.9871865510940552,Q4
310,1,1,0.9936062097549438,0.9872124195098877,Q4
311,1,1,0.9948046803474426,0.9896093606948853,Q4
312,1,1,0.9250565767288208,0.8501131534576416,Q2
313,1,1,0.9947338104248047,0.9894676208496094,Q4
314,1,1,0.9946520328521729,0.9893040657043457,Q4
315,1,0,0.3256914019584656,0.34861719608306885,Q1
316,1,0,0.45616576075553894,0.08766847848892212,Q1
317,1,1,0.9948745369911194,0.9897490739822388,Q4
318,1,1,0.9937722086906433,0.9875444173812866,Q4
319,1,0,0.040278784930706024,0.9194424152374268,Q2
320,1,1,0.9942029118537903,0.9884058237075806,Q4
321,1,1,0.9949485063552856,0.9898970127105713,Q4
322,1,1,0.9941809773445129,0.9883619546890259,Q4
323,1,1,0.97388756275177,0.94777512550354,Q3
324,1,1,0.9947186708450317,0.9894373416900635,Q4
325,1,1,0.9946133494377136,0.9892266988754272,Q4
326,1,1,0.9238829016685486,0.8477658033370972,Q2
327,1,1,0.9207441210746765,0.841488242149353,Q2
328,1,1,0.6823135018348694,0.36462700366973877,Q1
329,1,0,0.2831226885318756,0.4337546229362488,Q1
330,1,1,0.9941492080688477,0.9882984161376953,Q4
331,1,1,0.6748413443565369,0.34968268871307373,Q1
332,1,1,0.9928964972496033,0.9857929944992065,Q4
333,1,1,0.9938642978668213,0.9877285957336426,Q4
334,1,1,0.994403600692749,0.988807201385498,Q4
335,1,1,0.9410746693611145,0.882149338722229,Q2
336,1,0,0.10129627585411072,0.7974074482917786,Q2
337,1,1,0.8707810044288635,0.741562008857727,Q2
338,1,1,0.9948431253433228,0.9896862506866455,Q4
339,1,1,0.9946650266647339,0.9893300533294678,Q4
340,1,1,0.9938703775405884,0.9877407550811768,Q4
341,1,1,0.9948087930679321,0.9896175861358643,Q4
342,1,1,0.9947983026504517,0.9895966053009033,Q4
343,1,1,0.9926639795303345,0.985327959060669,Q4
344,1,1,0.9065111875534058,0.8130223751068115,Q2
345,1,1,0.9914277791976929,0.9828555583953857,Q3
346,1,1,0.9920055270195007,0.9840110540390015,Q4
347,1,1,0.9946897029876709,0.9893794059753418,Q4
348,1,1,0.7789905667304993,0.5579811334609985,Q1
349,1,1,0.991972804069519,0.9839456081390381,Q3
350,1,1,0.9948022365570068,0.9896044731140137,Q4
351,1,1,0.8819986581802368,0.7639973163604736,Q2
352,1,0,0.4378822445869446,0.12423551082611084,Q1
353,1,1,0.8344733119010925,0.6689466238021851,Q1
354,1,1,0.9944038391113281,0.9888076782226562,Q4
355,1,1,0.9500521421432495,0.900104284286499,Q2
356,1,1,0.9681286215782166,0.9362572431564331,Q2
357,1,1,0.9946818947792053,0.9893637895584106,Q4
358,1,1,0.9925504922866821,0.9851009845733643,Q4
359,1,1,0.994875967502594,0.989751935005188,Q4
360,1,1,0.9947112798690796,0.9894225597381592,Q4
361,1,0,0.25759395956993103,0.48481208086013794,Q1
362,1,1,0.5455843210220337,0.09116864204406738,Q1
363,1,1,0.9931290149688721,0.9862580299377441,Q4
364,1,1,0.6314736008644104,0.2629472017288208,Q1
365,1,0,0.26507484912872314,0.4698503017425537,Q1
366,1,1,0.9521113038063049,0.9042226076126099,Q2
367,1,1,0.9947496056556702,0.9894992113113403,Q4
368,1,1,0.9947887659072876,0.9895775318145752,Q4
369,1,1,0.852226972579956,0.7044539451599121,Q1
370,1,0,0.3454635441303253,0.30907291173934937,Q1
371,1,1,0.9067613482475281,0.8135226964950562,Q2
372,1,1,0.7490675449371338,0.4981350898742676,Q1
373,1,1,0.989582896232605,0.97916579246521,Q3
374,1,1,0.9275828003883362,0.8551656007766724,Q2
375,1,1,0.9935945868492126,0.9871891736984253,Q4
376,1,1,0.9941017031669617,0.9882034063339233,Q4
377,1,1,0.9922305941581726,0.9844611883163452,Q4
378,1,1,0.9942183494567871,0.9884366989135742,Q4
379,1,1,0.9948452711105347,0.9896905422210693,Q4
380,1,0,0.15114158391952515,0.6977168321609497,Q1
381,1,1,0.9947827458381653,0.9895654916763306,Q4
382,1,1,0.9840291142463684,0.9680582284927368,Q3
383,1,1,0.9945586323738098,0.9891172647476196,Q4
384,1,1,0.9914759397506714,0.9829518795013428,Q3
385,1,1,0.9947469830513,0.9894939661026001,Q4
386,1,1,0.96377032995224,0.92754065990448,Q2
387,1,1,0.9230358600616455,0.846071720123291,Q2
388,1,1,0.9482826590538025,0.896565318107605,Q2
389,1,0,0.4479958415031433,0.10400831699371338,Q1
390,1,1,0.9948069453239441,0.9896138906478882,Q4
391,1,1,0.994163453578949,0.988326907157898,Q4
392,1,1,0.9948756098747253,0.9897512197494507,Q4
393,1,1,0.9933473467826843,0.9866946935653687,Q4
394,1,1,0.994772732257843,0.989545464515686,Q4
395,1,1,0.6253121495246887,0.25062429904937744,Q1
396,1,1,0.9859364032745361,0.9718728065490723,Q3
397,1,1,0.9948371648788452,0.9896743297576904,Q4
398,1,1,0.975380539894104,0.950761079788208,Q3
399,1,0,0.15965142846107483,0.6806971430778503,Q1
400,1,1,0.9540345072746277,0.9080690145492554,Q2
401,1,1,0.9943476319313049,0.9886952638626099,Q4
402,1,1,0.9939206838607788,0.9878413677215576,Q4
403,1,1,0.9947484135627747,0.9894968271255493,Q4
404,1,1,0.9322313070297241,0.8644626140594482,Q2
405,1,1,0.9948750138282776,0.9897500276565552,Q4
406,1,1,0.9032770991325378,0.8065541982650757,Q2
407,1,1,0.9942771792411804,0.9885543584823608,Q4
408,1,1,0.9946624636650085,0.9893249273300171,Q4
409,1,1,0.994607150554657,0.989214301109314,Q4
410,1,1,0.9939584732055664,0.9879169464111328,Q4
411,1,1,0.9947943091392517,0.9895886182785034,Q4
412,1,1,0.9943625926971436,0.9887251853942871,Q4
413,1,1,0.993687093257904,0.9873741865158081,Q4
414,1,1,0.6040455102920532,0.20809102058410645,Q1
415,1,1,0.9937040209770203,0.9874080419540405,Q4
416,1,1,0.9940603375434875,0.9881206750869751,Q4
417,1,0,0.29975154995918274,0.4004969000816345,Q1
418,1,1,0.9934031367301941,0.9868062734603882,Q4
419,1,1,0.9586418271064758,0.9172836542129517,Q2
420,1,1,0.994314968585968,0.988629937171936,Q4
421,1,1,0.527635395526886,0.05527079105377197,Q1
422,1,1,0.6573078632354736,0.31461572647094727,Q1
423,1,0,0.3665105700492859,0.2669788599014282,Q1
424,1,0,0.23094016313552856,0.5381196737289429,Q1
425,1,0,0.278795063495636,0.442409873008728,Q1
426,1,1,0.7289496064186096,0.45789921283721924,Q1
427,1,0,0.10335595905780792,0.7932881116867065,Q2
428,1,1,0.9935634136199951,0.9871268272399902,Q4
429,1,1,0.9943476319313049,0.9886952638626099,Q4
430,1,1,0.9518323540687561,0.9036647081375122,Q2
431,1,1,0.5127462148666382,0.025492429733276367,Q1
432,1,1,0.960529625415802,0.921059250831604,Q2
433,1,0,0.4028629958629608,0.19427400827407837,Q1
434,1,1,0.9947611689567566,0.9895223379135132,Q4
435,1,1,0.9945882558822632,0.9891765117645264,Q4
436,1,1,0.9946685433387756,0.9893370866775513,Q4
437,1,1,0.9947664737701416,0.9895329475402832,Q4
438,1,1,0.9937586784362793,0.9875173568725586,Q4
439,1,1,0.9937275648117065,0.9874551296234131,Q4
440,1,1,0.9795705080032349,0.9591410160064697,Q3
441,1,1,0.9948964715003967,0.9897929430007935,Q4
442,1,1,0.9949533343315125,0.9899066686630249,Q4
443,1,1,0.994062602519989,0.988125205039978,Q4
444,1,1,0.9942684173583984,0.9885368347167969,Q4
445,1,1,0.8181781768798828,0.6363563537597656,Q1
446,1,1,0.9933452606201172,0.9866905212402344,Q4
447,1,1,0.9922189712524414,0.9844379425048828,Q4
448,1,0,0.13218523561954498,0.7356295585632324,Q2
449,1,1,0.9938991069793701,0.9877982139587402,Q4
450,1,1,0.9886599779129028,0.9773199558258057,Q3
451,1,1,0.9919819235801697,0.9839638471603394,Q3
452,1,1,0.9819149971008301,0.9638299942016602,Q3
453,1,0,0.17566415667533875,0.6486716866493225,Q1
454,1,0,0.025180982425808907,0.9496380090713501,Q3
455,1,1,0.994454562664032,0.988909125328064,Q4
456,1,1,0.9934006929397583,0.9868013858795166,Q4
457,1,1,0.8823831081390381,0.7647662162780762,Q2
458,1,1,0.9946300983428955,0.989260196685791,Q4
459,1,1,0.9945675134658813,0.9891350269317627,Q4
460,1,1,0.9947274327278137,0.9894548654556274,Q4
461,1,1,0.9918740391731262,0.9837480783462524,Q3
462,1,1,0.9949566721916199,0.9899133443832397,Q4
463,1,1,0.9937817454338074,0.9875634908676147,Q4
464,1,1,0.9946647882461548,0.9893295764923096,Q4
465,1,1,0.9942665696144104,0.9885331392288208,Q4
466,1,1,0.9945806860923767,0.9891613721847534,Q4
467,1,1,0.99458909034729,0.9891781806945801,Q4
468,1,0,0.18395325541496277,0.6320934891700745,Q1
469,1,0,0.2662750780582428,0.4674498438835144,Q1
470,1,1,0.9948232173919678,0.9896464347839355,Q4
471,1,1,0.9940695762634277,0.9881391525268555,Q4
472,1,0,0.3792819380760193,0.24143612384796143,Q1
473,1,1,0.9091845750808716,0.8183691501617432,Q2
474,1,1,0.8590147495269775,0.7180294990539551,Q1
475,1,1,0.8351582884788513,0.6703165769577026,Q1
476,1,1,0.994835615158081,0.9896712303161621,Q4
477,1,1,0.7254977226257324,0.45099544525146484,Q1
478,1,1,0.9945400357246399,0.9890800714492798,Q4
479,1,1,0.9948011636734009,0.9896023273468018,Q4
480,1,1,0.9902952909469604,0.9805905818939209,Q3
481,1,0,0.03879346325993538,0.9224130511283875,Q2
482,1,1,0.994756817817688,0.989513635635376,Q4
483,1,1,0.9942018389701843,0.9884036779403687,Q4
484,1,1,0.9949374198913574,0.9898748397827148,Q4
485,1,0,0.1786668300628662,0.6426663398742676,Q1
486,1,1,0.9945343732833862,0.9890687465667725,Q4
487,1,1,0.9893826246261597,0.9787652492523193,Q3
488,1,1,0.9945454597473145,0.9890909194946289,Q4
489,1,1,0.9945684671401978,0.9891369342803955,Q4
490,1,0,0.3299732804298401,0.3400534391403198,Q1
491,1,0,0.49293026328086853,0.01413947343826294,Q1
492,1,1,0.9170198440551758,0.8340396881103516,Q2
493,1,0,0.39775699377059937,0.20448601245880127,Q1
494,1,1,0.8549216389656067,0.7098432779312134,Q1
495,1,1,0.9328872561454773,0.8657745122909546,Q2
496,1,1,0.9946827292442322,0.9893654584884644,Q4
497,1,1,0.9929420948028564,0.9858841896057129,Q4
498,1,1,0.9942628741264343,0.9885257482528687,Q4
499,1,1,0.9945472478866577,0.9890944957733154,Q4
500,1,1,0.9943410158157349,0.9886820316314697,Q4
501,1,1,0.8498289585113525,0.6996579170227051,Q1
